title,type,year
FACTORS AFFECTING INTENTION TO PURCHASE TRAVEL AND MOTOR INSURANCE THROUGH INSURANCE INTERMEDIARY’S WEBSITE,งานวิจัย,2562
GAMIFICATION IN THAI VOCATIONAL E-LEARNING ACCEPTANCE,งานวิจัย,2562
FACTORS AFFECTING THE INTENTION TO USE INTERNET OF THINGS FOR REMOTE MONITORING TO PREDICTIVE MAINTENANCE OF MACHINES IN MANUFACTURING INDUSTRY,งานวิจัย,2562
THE INFLUENCE ON INTENTION TO USE FINANCIAL ASSISTANCE SERVICES VIA CHATBOT,งานวิจัย,2562
INTENTION TO USE FINANCIAL APPLICATION USING ELECTRONIC KNOW YOUR CUSTOMER TO AUTHENTICATION,งานวิจัย,2562
USING DATA MINING FOR BLACK DIETARY SUPPLEMENTS TO DETERMINE GUIDELINES FOR INCREASING THE MARKET SHARE OF PHARMACY CHAIN AA BY STUDYING THE BEHAVIOR OF CONSUMERS WHO BUY COMPETING PRODUCTS OF RAPIDMINER,งานวิจัย,2562
FINDING ASSOCIATION RULE FROM THE DATABASE OF PURCHASING MYHEALTH SUPPLEMENTS TO CUSTOMERS USING THE FP-GROWTH ALGORITHM AND CUSTOMER SEGMENTATION ACCORDING TO PURCHASING BEHAVIOR OF MYHEALTH PRODUCTS WITH RFM TECHNIQUES OF RAPIDMINER: A CASE STUDIES OF A CHAIN OF PHARMACIES,งานวิจัย,2562
OLDER ADULTS’ ADOPTION OF MOBILE BANKING,งานวิจัย,2562
PEER TO PEER LENDING ACCEPTANCE IN A LENDER’S PERSPECTIVE,งานวิจัย,2562
FACTORS AFFECTING INTENTION TO ADOPT AN AUTONOMOUS CAR,งานวิจัย,2562
INFLUENCES OF USER-GENERATED CONTENT ON CONSUMER’S PURCHASE INTENTIONS IN SOCIAL COMMERCE,งานวิจัย,2562
ATTITUDES TOWARDS THE FACEBOOK’S LIBRA CRYPTOCURRENCY,งานวิจัย,2562
INTENTION TO USE MOBILE PAYMENT SYSTEMS OF SMALL BUSINESS,งานวิจัย,2562
FACTORS AFFECTING TAXI DRIVER’S INTENTION TO REPETITIVELY USE LINE MAN TAXI APPLICATION FOR PICKING UP PASSENGERS: THE CASE OF BANGKOK METROPOLITAN AREA,งานวิจัย,2562
BEHAVIORAL INTENTION TO USE THE LINE,งานวิจัย,2562
"THE EFFECT OF ELECTRONIC WORD OF MOUTH ON BRAND ATTITUDE, PERCEIVED CONSUMPTION VALUE AND PURCHASE DECISION OF SMARTPHONE",งานวิจัย,2562
EMPOWERING FARMERS WITH SMART FARMING TECHNOLOGY THE CASE OF DAIRY FARM BUSINESS IN THAILAND,งานวิจัย,2562
EFFECT OF SOCIAL MEDIA USE AT WORK ON CUSTOMER RELATIONSHIP MANAGEMENT PERFORMANCE,งานวิจัย,2562
THE STUDY TO COMPARE THE CONTINUOUS USAGE BETWEEN INTERNET BANKINGAND MOBILE BANKING OF COMMERCIAL BANK,งานวิจัย,2562
APPLICATION SOFTWARE IMPLEMANTATION WITHIN WHOLESALE GOLD STORE,งานพัฒนา/จัดหาระบบสารสนเทศ,2562
แพลตฟอร์มระบบสั่งซื้อบรรจุภัณฑ์ออนไลน์,งานพัฒนา/จัดหาระบบสารสนเทศ,2562
TEXTILE INTERNAL SYSTEM FOR MANAGING INFORMATION,งานพัฒนา/จัดหาระบบสารสนเทศ,2562
การจัดหาซอฟแวร์สำหรับการซื้อขายและควบคุมสต๊อกของร้านอะไหล่มอเตอร์ไซค์,งานพัฒนา/จัดหาระบบสารสนเทศ,2562
แผนพัฒนากลยุทธ์ระบบสารสนเทศ สำหรับธุรกิจสินเชื่อ บริษัท เงินติดล้อ จำกัด,งานแผนกลยุทธ์ดิจิทัล,2562
แผนพัฒนากลยุทธ์ระบบสารสนเทศ สำนักงานจัดหารายได้ สภากาชาดไทย,งานแผนกลยุทธ์ดิจิทัล,2562
"INFORMATION STRATEGY PLAN, DATACOM OF CAT TELECOM PUBLIC COMPANY LIMITED",งานแผนกลยุทธ์ดิจิทัล,2562
"INFORMATION STRATEGY PLAN, CUSTOMER SERVICE CENTER BY TELEPHONE OF THAI CONTACT CENTER",งานแผนกลยุทธ์ดิจิทัล,2562
THE IMPACT OF INFORMATION SYSTEM ON USER EFFECTIVENESS: A CASE STUDY OF USING TRANSACTION CONTROL LOG AND ACCOUNTING SYSTEM FOR REVENUE DEPARTMENT ORGANIZATION OFFICIALS,วิทยานิพนธ์,2563
FACTORS THAT INFLUENCE COLLEGE ONLINE MARKETING GROUP MEMBERS’ INTENTION TO PURCHASE AND CONTINUANCE TO USE THE MARKETS IN WEBSITE FACEBOOK,วิทยานิพนธ์,2563
FACTORS INFLUENCING EXERCISE MONITORING APPLICATION USE AND EFFECT RESULT,งานวิจัย,2563
A K-MEANS CLUSTER ANALYSIS OF BANK BRANCHES TO ANALYZE THE IMPACTS ON SOCIETY AND EQUALITY OF FINANCIAL ACCESS,งานวิจัย,2563
CONSUMER INTENTION TO PURCHASE ABOUT MUSIC STREAMING IN THAILAND,งานวิจัย,2563
INTENTION TO USE SOCIAL BANKING OF THAI COMMERCIAL BANK’S CONSUMER,งานวิจัย,2563
FACTORS INFLUENCING INTENTION TO USE OF NUTRITION-FOR-HEALTH APPLICATIONS,งานวิจัย,2563
CONTINUANCE USAGE INTENTION OF E-WALLET,งานวิจัย,2563
FACTORS INFLUENCING INTENTION TO DONATE MONEY TO GAME STREAMER IN THAILAND,งานวิจัย,2563
FACTORS INFLUENCING INTENTION TO DONATE THOUGH CROWDFUNDING PLATFORMS IN THAILAND,งานวิจัย,2563
INTENTIONS TO PURCHASE ON LINE SHOPPING PLATFORM,งานวิจัย,2563
INTENTION TO REUSE THE SYSTEM OF SUBMITTING PLEADINGS AND DOCUMENTS BY ELECTORNIC FILING AT THE COURT OF JUSTIC,งานวิจัย,2563
FACTORS AFFECTING INTENTION TO USE THE PEER TO PEER LENDING PLATFORM IN THE BORROWER’S PERSPECTIVE,งานวิจัย,2563
INFLUENCING FACTORS AND INTENTION TO SEEK AND SHARE HEALTH INFORMATION VIA SOCIAL MEDIA FACEBOOK DURING PANDEMIC,งานวิจัย,2563
FACTOR AFFECTING USER SATISFACTION ON EMPLOYEE SELF SERVICE SYSTEM (ESS) OF AIRPORT OF THAILAND PUBLIC COMPANY LIMITED,งานวิจัย,2563
BEHAVIORAL STUDY OF MOTIVATIONAL COMMUNICATION FOR PROFESSIONAL SELF-DEVELOPMENT OF ONLINE LIFE COACHES,งานวิจัย,2563
INTENTION TO INVEST IN STARTUPS THROUGH THE STOCK EXCHANGE OF THAILAND,งานวิจัย,2563
THE COMPARATIVE STUDY OF LINE MAN AND GRAB FOOD DELIVERY APPLICATIONS ACCEPTANCE,งานวิจัย,2563
INTENTION TO USE TELEMEDICINE APPLICATION,งานวิจัย,2563
TRUST AND ACCEPTANCE OF FINANCIAL TRANSACTIONS WITH FACIAL RECOGNITION TECHNOLOGY,งานวิจัย,2563
AN ANALYSIS OF CLASSIFICATION TECHNIQUES A CASE STUDY OF CLASS PREDICTION FOR CONSTRUCTION PROJECTS,งานวิจัย,2563
DEVELOPING A SOFTWARE CONSOLIDATION FINANCIAL SYSTEM,งานพัฒนา/จัดหาระบบสารสนเทศ,2563
MOBILE APPLICATION DEVELOPMENT PROJECT FOR BUSINESS IMPROVEMENT OF THAI-CHINESE HERBAL PHARMACY AND ALTERNATIVE HEALTH CARE SERVICE “NITICHOTE OSOT”,งานพัฒนา/จัดหาระบบสารสนเทศ,2563
FACTORS INFLUENCING CONTINUANCE INTENTION TO USE LEARNING MANAGEMENT SYSTEM ON ONLINE PLATFORM,วิทยานิพนธ์,2564
FACTORS INFLUENCING RESTAURANTS ON SELECTING FOOD DELIVERY APPLICATIONS,วิทยานิพนธ์,2564
A CASE STUDY OF TECHNOLOGY-ENABLED INNOVATIONS TO COMBAT COVID-19 PANDEMIC: A CASE STUDY BETWEEN THAILAND AND TAIWAN,วิทยานิพนธ์,2564
CUSTOMER PURCHASE INTENTION IN VIRTUAL SHOPPING MALL,วิทยานิพนธ์,2564
THE IMPACT OF E-HRM SYSTEM ON EMPLOYEE PERFORMANCE,วิทยานิพนธ์,2564
FACTORS INFLUENCING PURCHASE INTENTION THROUGH VIRTUAL REALITY PLATFORMS,วิทยานิพนธ์,2564
FACTORS INFLUENCING INTENTION TO USE ROBOTIC PROCESS AUTOMATION (RPA) APPLICATION SOFTWARE,งานวิจัย,2564
FACTORS INFLUENCING INTENTION TO ADOPT PLAY-TO-EARN GAMES,งานวิจัย,2564
FACTORS AFFECTING DECISION TO USE TWITCH PLATFORM,งานวิจัย,2564
"ANALYSIS OF BIAS AND BEHAVIOR OF FINANCIAL FRAUD ON ONLINE PLATFORM, CASE STUDY FROM TWITTER PLATFORM",งานวิจัย,2564
FACTOR AFFECTING CONTINUANCE INTENTION TO USE ZOOM APPLICATION FOR ONLINE LEARNING,งานวิจัย,2564
SATISFACTION ON K+MARKET MARKETPLACE ON K PLUS MOBILE BANKING APPLICATION AFFECTING LOYALTY,งานวิจัย,2564
FACTORS INFLUENCING OF INTENTION TO GIVE CONSENT FOR USE PERSONAL INFORMATION TO BUSINESS ON MOBILE APPLICATION,งานวิจัย,2564
SELF-SERVICE TECHNOLOGY QUALITY AND PERCEIVED CLEANLINESS AFFECTING INTENTION TO HOTEL BOOKING: STUDYING DURING CORONAVIRUS 2019 (COVID-19) PANDEMIC SITUATION,งานวิจัย,2564
INTENTION TO USE CHATBOT TECHNOLOGY FOR CUSTOMER RELATIONSHIP MANAGEMENT BY SMALL AND MEDIUM-SIZED ENTERPRISES,งานวิจัย,2564
FACTORS DETERMINING BEHAVIOR IN CONTROL INSTALLATION IN ENTERPRISE RESOURCE PLANNING SYSTEM A CASE STUDIES OF SMALL AND MEDIUM ENTERPRISES,งานวิจัย,2564
TRUST AND INTENTION TO USE ROBO-ADVISOR,งานวิจัย,2564
A STUDY OF PROBLEMS AND BARRIERS IN USING THE TELEMEDICINE APPLICATION AMONG OLDER ADULTS THROUGH USABILITY EVALUATION A CASE STUDY OF RAKSA APPLICATION,งานวิจัย,2564
A CONCEPTUAL FRAMEWORK FOR ANALYZING THE IMPACT OF TECHNOLOGY AND CHANGES IN RIGHTS AND DUTIES,งานวิจัย,2564
A STUDY OF MECHANISMS TO DRIVE USER IN ELECTRONICS COMMERCE USING FOGG BEHAVIOR MODEL AND NUDGEN THEORIES,งานวิจัย,2564
FACTORS INFLUENCING INTENTION TO CREATE AND UPLOAD VIDEO ON THE TIKTOK APPLICATION,งานวิจัย,2564
FACTORS AFFECTING INTENTION TO USE E-GOVERNMENT SERVICE: MEA SMART LIFE APPLICATION,งานวิจัย,2564
FACTORS AFFECTING THE USE OF HEALTH APPLICATION,งานวิจัย,2564
THE EFFECT OF PRIVACY CONCERN OVER INTENTION TO PURCHASE IN SOCIAL COMMERCE,งานวิจัย,2564
FACTORS INFLUENCING INTENTION TO PLAY GAMES WHICH AFFECTS CONSUMPTION THROUGH ELECTRONICS COMMERCE APPS,งานวิจัย,2564
INTENTION TO DONATE MONEY VIA QR CODE ON MOBILE BANKING FOR TAX DEDUCTION BENEFITS OF WORKING CLASS,งานวิจัย,2564
EXTENDED APPLICATION FOR AUTO PARTS RETAILER,งานพัฒนา/จัดหาระบบสารสนเทศ,2564
MOBILE APPLICATION DEVELOPMENT FOR EMPLOYEE TIME MANAGEMENT,งานพัฒนา/จัดหาระบบสารสนเทศ,2564
LOAN APPROVAL SYSTEM USING BLOCKCHAIN TECHNOLOGY,งานพัฒนา/จัดหาระบบสารสนเทศ,2564
"STRATEGIC INFORMATION SYSTEM PLAN, SIRIRAJ HOSPITAL",งานแผนกลยุทธ์ดิจิทัล,2564
"DIGITAL STRATEGY PLAN, THE WISDOM COMPANY LIMITED",งานแผนกลยุทธ์ดิจิทัล,2564
"DIGITAL STRATEGIC PLAN, HOME BANK",งานแผนกลยุทธ์ดิจิทัล,2564
STRATEGIC INFORMATION SYSTEM PLAN OF DOITUNG DELEVOPMENT PROJECT,งานแผนกลยุทธ์ดิจิทัล,2564
